IMDESC,ITMDSC,PRICCD,IMLIST,IMTCST,GROUP,IMSTYL,IMSER,IMRANK,IMGEN,IMXRBC,IMVND,ITEM,IMMCST
"4"" ADJUSTABLE RECESSED HOUSING ","& TRIM, 3000K, 90CRI, MULTI VOLT        ",0,857.5,245,0,Z7,N,7,18649296,                    ,20186,AX4 A 17LM 30K 90CRI 24D GZ1 MVOLT ICAT ,245
LED LOW VOLTAGE RECESSED       ,HOUSING TRI 27L 300L SATIN NICKEL FINISH,0,224,89.6,0,Z7,N,7,18649303,                    ,50924,MG1LG2 RD 03LM 27K 80CRI NFL SN         ,89.6
R600L G2 27K 90CRI PDIM FL BL  ,                                        ,0,200,60,22,IS, ,7,18649428,                    ,20186,R600L G2 27K 90CRI PDIM FL BL           ,60
TRAC CONTINUTION KIT - WHITE   ,                                        ,0,60.95,24.35,0,Z7,N,7,18649494,                    ,20186,R49WH                                   ,24.35
"4""LED IC NC DOWNLIGHT GEN 4    ",900L 30K 120V FRPC                      ,0,288.32,67.2,21,IX,N,7,18649642,                    ,50924,IC1LED G4 09LM 30K 90CRI 120 FRPC       ,67.2
BZ MINI CONNECTOR              ,                                        ,0,18.87,4.7,22,IW, ,7,18649741,                    ,50924,R23 BZ                                  ,4.85
2LEDTRIM G2 DC 27K 90CRI FL WWH,                                        ,0,95.4,45,21,IN, ,7,18649808,                    ,20186,2LEDTRIM G2 DC 27K 90CRI FL WWH         ,45
2LEDTRIM G2 DC 27K 90CRI FL BWH,                                        ,0,110,51.3,21,IN, ,7,18649816,                    ,20186,2LEDTRIM G2 DC 27K 90CRI FL BWH         ,55
"16"" WHITE PENDANT RLM 100W-E26 ","W/TRACK ADAPTER, 39""CORD LGTH 18-31409-3",0,159.95,80.3,0,Z7,N,7,18649866,                    ,20186,T372 WH                                 ,80.3
10W LED CYLINDER TRCK HD W/FLAT,"BACK,27K,90CRI,120V SPOT BEAM WHITE     ",0,89.95,46.65,0,Z7,N,7,18649890,                    ,20186,R605L 27K 90CRI PDIM SP WH              ,46.65
3A TRACK CURRENT LIMITER       ,"BREAKER, WHITE                          ",0,122.5,38.95,0,Z7,N,7,18650003,                    ,20186,TCLCB 3A WHT                            ,38.95
4 AMP TRACK CURRENT LIMITER    ,                                        ,0,122.5,50,0,Z7,N,7,18650061,                    ,20186,TCLCB 4A WHT                            ,50
4RLD G3 09LM 30K 90CRI 120 FRPC,WWH M6             QUOTE # 20-39669-1   ,0,69.19,19,21,IN, ,2,18650102,                    ,50924,4RLD G4 09LM 30K 90CRI 120 FRPC WWH M6  ,19
"4"" SQ BWH DOWNLIGHT TRIM       ",                                        ,0,115.6,34,21,IN, ,7,18651126,                    ,20186,42LSQ BWH                               ,34
"6"" RTRFT G4 927 DWNLGT-WHT TRIM",                                        ,0,33,16.5,21,IN, ,7,18651217,                    ,20186,6RLD G4 10LM 27K 90CRI FRPC WWH M6      ,16.5
"6"" WH BAFFLE WH TRIM           ",                                        ,0,13.6,3.75,21,IN, ,8,18651407,661209044730,20186,V3034 WWH                               ,3.25
2X4 SURFACE MOUNT KIT FOR      ,TROFFERS                                ,0,70,35,30,D3, ,7,18651663,                    ,20186,2X4SMSHP PAF                            ,35
LED WALL MOUNT 3K 14X5 BLK     ,                                        ,0,453.7,226.85,10,DW, ,7,18651704,                    ,20186,ARC2 LED P5 30K MVOLT PE DBLXD          ,226.85
WHITE 4FT TRACK                ,                                        ,0,22,11,22,IW, ,7,20802650,                    ,10208,ET4-W                                   ,11
BLACK END FEED                 ,                                        ,0,8.9,4.45,22,IW, ,7,20802684,848070046357,10208,ET101-B                                 ,4.45
LED 24X48 ORACLE LED PANEL     ,                                        ,0,156,78,16,HL, ,7,20802858,                    ,10208,24-FPL1-LED-4000L-DIM10-MVOLT-30K-85-24 ,78
1 OR 2 LAMP FT40/2G11 BALLAST  ,                                        ,0,70,21.55,0,Z7,N,7,22800446,                    ,50228,KTEB-242-UV-PS-DW                       ,20
1M ANTIQUE GOLD TORCH SCONCE   ,                                        ,0,590.7,179,24,JZ, ,8,23001168,                    ,20230,WL66238AG                               ,179
"MARKET ST 21"" ELECTRIC WALL W/ ",LED FLAME BULB AND WATER GLASS          ,0,1354.5,309.34,10,DY, ,5,24901870,                    ,20249,MS21W                                   ,348
"MARKET ST 19"" WEIYAN           ",                                        ,0,662,354,10,DV, ,7,24901896,                    ,20249,MS19W                                   ,331
9X16 W/ WEIYAN BULB            ,                                        ,0,630,315,8,DO, ,7,24902224,                    ,20249,MS16W                                   ,315
"GT18,GAS,CLASSIC YOKE          ",                                        ,0,656,207,10,DZ, ,7,24902414,                    ,20249,"GT18G,CY                                ",207
NAT GAS 8X15 LANTERN W/ CLASSIC,YOKE                                    ,0,584,198,10,DY, ,7,24903397,                    ,20249,GT15G-CY                                ,198
120V WIEYAN REPLACEMENT BULB   ,                                        ,0,59,21,63,IC, ,7,24904105,                    ,20249,FB-1                                    ,21
"GAS 8X15 W/CLSC YOKE 8"" DOWNROD",                                        ,0,472,236,10,DV, ,7,24905913,                    ,20249,GT15G-CY8                               ,236
HL21E                          ,                                        ,0,674,337,10,DY, ,7,24907042,                    ,20249,HL21E                                   ,337
LARGE PROPANE VALVE            ,                                        ,0,50,25,68,IK, ,7,24907216,                    ,20249,VAP70                                   ,25
GAS 9X16 PFPA                  ,                                        ,0,658,382,8,DO, ,7,24907422,                    ,20249,MS16G PFPA                              ,329
9X18 18 GAS COPPER LANTERN     ,                                        ,0,578,289,10,DZ, ,7,24907472,                    ,20249,HL18G                                   ,289
1M-60W 9X14 CHROME MERCURY PEND,ANT                                     ,0,176,75.72,16,HD, ,8,25330804,                    ,20253,93042ANT                                ,88
3M 60W 22X12 BLK/GLD VANITY    ,                                        ,0,150,75,2,AQ, ,7,25332264,                    ,20253,93678BL                                 ,75
1M 60W 12X9 AB FLUSH MOUNT     ,                                        ,0,106,53,13,FK, ,7,25332272,53392982157,20253,91837AB                                 ,53
SLOPED CEILING ADAPTER         ,                                        ,0,37.99,18.5,11,EA, ,3,25514367,743928617065,20255,SCA-P                                   ,18.5
36IN BN DOWNROD                ,                                        ,0,21.99,10,11,EB, ,8,25536452,                    ,20255,26022,10
12IN NEW BRONZE DOWNROD        ,                                        ,0,16,7,11,EB, ,8,25536494,49694260413,20255,26041,8
24IN NEW BRONZE DOWNROD        ,                                        ,0,21.99,10,11,EB, ,8,25536501,49694260437,20255,26043,10
MAIDEN BRONZE CAP AND FINIAL   ,                                        ,0,10.99,6,11,EA, ,8,25536535,                    ,20255,99130,5.5
"36"" SN DOWNROD                 ",                                        ,0,37.99,17,11,EB, ,7,25538432,                    ,20255,99274,17
60 IN INDUSTRIAL RUST DOWN ROD ,                                        ,0,65.99,30,11,EB, ,7,25539133,                    ,20255,99249,0
"70"", BLK, MTR, BLDS, LTK       ",                                        ,0,549.99,275,11,EG, ,7,25539886,                    ,20255,51473,275
24IN FLAT BLACK DOWNROD        ,                                        ,0,30,8,11,EB, ,7,26022111,                    ,20260,DR24FB                                  ,8
2M-100W 14X7 BZ BATH BRKT      ,                                        ,0,126,29,2,AP, ,8,26025321,822920241482,20260,8-6836-2-13                             ,63
6C-60W 16X34 BZ FOYER          ,                                        ,0,458,229,16,HN, ,8,26026501,822920246777,20260,7-1041-6-13                             ,229
2M-60W 13X4 BZ FLUSH MOUNT     ,                                        ,0,160,45,13,FK, ,8,26027749,822920250743,20260,6-3350-14-13                            ,80
3M-100W 15X4 WARM BRASS FLUSH M,OUNT                                    ,0,198,99,13,FK, ,8,26027757,822920250750,20260,6-3350-16-322                           ,99
3M-60W 15X4 POL NICKEL FLUSH MO,UNT                                     ,0,198,55,13,FK, ,8,26027765,822920250774,20260,6-3350-16-109                           ,99
3C 60W 12X12 SN FLUSH MOUNT    ,                                        ,0,190,90.25,13,FC, ,4,26028341,822920246852,20260,6-1043-3-SN                             ,95
2M-100W 14X8 SN BATH BRKT      ,                                        ,0,126,30,2,AP, ,8,26029323,822920250576,20260,8-6836-2-SN                             ,63
3M-100W 21X9 PC BATH BRKT      ,                                        ,0,178,89,2,AQ, ,8,26030578,822920259685,20260,8-4030-3-11                             ,89
3M-100W 21X9 WARM BRS BATH BRKT,                                        ,0,178,89,2,AQ, ,8,26031154,822920266935,20260,8-4030-3-322                            ,89
4M 100W 20X25 BRZ PENDANT      ,                                        ,0,578,179,16,HH, ,7,26031724,                    ,20260,7-9008-4-28                             ,179
2M 100W 13X9 WARM BRASS BATH BR,KT                                      ,0,136,59,2,AP, ,7,26032425,822920266911,20260,8-4030-2-322                            ,59
1C-60W 4X15 POL NICKEL SCONCE  ,                                        ,0,284,59,24,JK, ,8,26032649,822920273223,20260,9-900-1-109                             ,92
3M 60W 13X11 FLUSH MOUNT       ,                                        ,0,218,109,13,F1, ,8,26032954,822920272578,20260,6-4035-3-322                            ,109
3M 60W 13X11 POL CHR SEMI FLUSH,                                        ,0,318,75,13,F1, ,8,26033069,822920274381,20260,6-4035-3-11                             ,109
5C 60W 44X16X23 BLKISLAND LIGHT,                                        ,0,998,465.73,16,H9, ,8,26033887,822920278280,20260,1-324-5-89                              ,499
3M 60W 9X21 BK BATH BRKT       ,                                        ,0,178,63,2,AQ, ,8,26034116,822920279140,20260,8-4030-3-BK                             ,75.65
3C 60W 10X15 WARM BRASS PENDANT,                                        ,0,388,126,16,HD, ,8,26034207,822920278228,20260,3-320-3-322                             ,169
3M 60W 28X10 BLK BATH BRKT     ,                                        ,0,318,122,2,AQ, ,8,26034398,822920278020,20260,8-9130-3-BK                             ,159
4M 60W 13X11 BLK FLUSH MOUNT   ,                                        ,0,218,80,13,FC, ,8,26034603,822920282355,20260,6-4035-3-BK                             ,109
1M 60W 4X15 WALL SCONCE        ,                                        ,0,184,68,24,JJ, ,7,26034687,                    ,20260,9-900-1-322                             ,68
1M 60W 7X12 WALL SCONCE        ,                                        ,0,170,85,24,JQ, ,8,26034786,822920284236,20260,9-0901-1-89                             ,85
2M 60W 13X9 BK BATH BRKT       ,                                        ,0,136,61.2,2,AP, ,7,26034801,822920277986,20260,8-4030-2-BK                             ,68
2M 60W 14X8 BK BATH BRKT       ,                                        ,0,118,41,2,AP, ,8,26034835,822920277870,20260,8-1020-2-BK                             ,59
3C 60W 16X9 BRS SEMI FLUSH     ,                                        ,0,364,163.8,13,F1, ,7,26035205,822920282690,20260,6-134-3-322                             ,182
1M 60W 12X8 BLK PENDANT        ,                                        ,0,224,89,16,HD, ,7,26035445,822920278051,20260,7-132-1-89                              ,89
3M 60W 21X9 SN BATH BRKT       ,                                        ,0,178,89,2,AQ, ,8,26035560,822920285301,20260,8-4030-3-SN                             ,89
3M 60W 13X11 SN FLUSH MOUNT    ,                                        ,0,218,98.1,13,F1, ,8,26035693,822920285332,20260,6-4035-3-SN                             ,109
4C 60W 17X26 BLACK PENDANT     ,                                        ,0,398,159,16,HD, ,8,26035776,                    ,20260,3-321-4-89                              ,199
2M 60W 13X9 SN BATH BRKT       ,                                        ,0,136,68,2,AP, ,8,26036203,822920285295,20260,8-4030-2-SN                             ,68
3C-60W 10X15 BRZ FOYER LIGHT   ,                                        ,0,338,139,16,HM, ,8,26036493,                    ,20260,3-320-3-44                              ,169
3M-60W SNK BATH VANITY         ,                                        ,0,238,119,2,BD, ,8,26036675,                    ,20260,8-4050-3-SN                             ,119
15C-60W 45X42 BRS CHANDELIER   ,                                        ,0,1832,689,16,HH, ,8,26036956,822920278839,20260,1-312-15-322                            ,916
3M-60W 22X10 PCHRM BATH VANITY ,                                        ,0,230,103.5,2,AQ, ,7,26037186,                    ,20260,8-2149-3-11                             ,115
1M-60W 11X48 BN PENDANT        ,                                        ,0,156,78,16,HD, ,4,26037269,842325100603,20260,M70020BN                                ,78
1C-40W 5X13 BLK WALL SCONCE    ,                                        ,0,182,39,24,JQ, ,8,26037475,                    ,20260,9-2542-1-89                             ,51
2M-60W 14X9 BRS BATH VANITY    ,                                        ,0,186,83.7,2,AP, ,8,26037574,                    ,20260,8-4050-2-322                            ,93
3C-40W 24X12 PN BATH VANITY    ,                                        ,0,224,89,2,AQ, ,7,26037714,822920287206,20260,8-2542-3-109                            ,89
1M-60W 13X11 ORB SEMI-FLUSH    ,                                        ,0,186,93,13,FC, ,7,26037780,                    ,20260,M60011ORBNB                             ,93
3M 60W 22X8 BK BATH BRKT       ,                                        ,0,238,95,2,AQ, ,7,26037821,822920288272,20260,8-4050-3-BK                             ,95
1C-60W 5X11 NBRS WALL SCONCE   ,                                        ,0,126,56.7,24,JQ, ,8,26037912,842325105783,20260,M90054NB                                ,63
5C-60W 42X7 BLK CHANDELIER     ,                                        ,0,228,95,16,HH, ,8,26037988,842325107695,20260,M10085MBK                               ,114
6C-60W 42X25 BLK CHANDELIER    ,                                        ,0,426,179,16,HH, ,7,26038126,                    ,20260,1-2221-6-89                             ,213
16C-60W 57X18 FRGD IRN CHNDLR  ,                                        ,0,830,415,16,HH, ,8,26038241,                    ,20260,1-6402-16-190                           ,415
